transaction_id,batch_id,scenario,process_code,status,transaction_date,warehouse_code,vendor,material_type,remarks
TXN-B1084-1,B1084,Vendor-Issue,PR,APPROVED,2025-02-10T06:54:43Z,WH-COLLECT,Vendor C - 2,PS,B1084:Collection
TXN-B1084-2,B1084,Vendor-Issue,SEG,APPROVED,2025-02-11T09:24:10Z,WH-COLLECT,Vendor C - 2,PS,B1084:Sorting
TXN-B1084-3,B1084,Vendor-Issue,MB,APPROVED,2025-02-12T07:45:40Z,WH-WASH,Vendor C - 2,PS,B1084:Processing
TXN-B1084-4,B1084,Vendor-Issue,MB,APPROVED,2025-02-14T09:12:17Z,WH-RECY,Vendor C - 2,PS,B1084:Recycling
TXN-B1084-5,B1084,Vendor-Issue,SD,APPROVED,2025-02-14T22:35:52Z,WH-FACT,Vendor C - 2,PS,B1084:Dispatch
TXN-B1085-1,B1085,Vendor-Issue,PR,APPROVED,2025-02-21T18:29:34Z,WH-COLLECT,Vendor C - 2,LDPE,B1085:Collection
TXN-B1085-2,B1085,Vendor-Issue,SEG,APPROVED,2025-02-23T05:42:37Z,WH-COLLECT,Vendor C - 2,LDPE,B1085:Sorting
TXN-B1085-3,B1085,Vendor-Issue,MB,APPROVED,2025-02-24T01:34:24Z,WH-WASH,Vendor C - 2,LDPE,B1085:Processing
TXN-B1085-4,B1085,Vendor-Issue,MB,APPROVED,2025-02-26T11:09:50Z,WH-RECY,Vendor C - 2,LDPE,B1085:Recycling
TXN-B1085-5,B1085,Vendor-Issue,SD,APPROVED,2025-02-28T11:30:45Z,WH-FACT,Vendor C - 2,LDPE,B1085:Dispatch
TXN-B1086-1,B1086,Vendor-Issue,PR,APPROVED,2025-01-05T18:48:44Z,WH-COLLECT,Vendor C - 1,PET,B1086:Collection
TXN-B1086-2,B1086,Vendor-Issue,SEG,APPROVED,2025-01-07T02:05:06Z,WH-COLLECT,Vendor C - 1,PET,B1086:Sorting
TXN-B1086-3,B1086,Vendor-Issue,MB,APPROVED,2025-01-09T17:54:23Z,WH-WASH,Vendor C - 1,PET,B1086:Processing
TXN-B1086-4,B1086,Vendor-Issue,MB,APPROVED,2025-01-12T06:23:00Z,WH-RECY,Vendor C - 1,PET,B1086:Recycling
TXN-B1086-5,B1086,Vendor-Issue,SD,APPROVED,2025-01-14T02:55:15Z,WH-FACT,Vendor C - 1,PET,B1086:Dispatch
TXN-B1087-1,B1087,Vendor-Issue,PR,APPROVED,2025-01-27T05:00:03Z,WH-COLLECT,Vendor C - 1,LDPE,B1087:Collection
TXN-B1087-2,B1087,Vendor-Issue,SEG,APPROVED,2025-01-27T16:57:52Z,WH-COLLECT,Vendor C - 1,LDPE,B1087:Sorting
TXN-B1087-3,B1087,Vendor-Issue,MB,APPROVED,2025-01-28T02:33:29Z,WH-WASH,Vendor C - 1,LDPE,B1087:Processing
TXN-B1087-4,B1087,Vendor-Issue,MB,APPROVED,2025-01-29T22:15:31Z,WH-RECY,Vendor C - 1,LDPE,B1087:Recycling
TXN-B1087-5,B1087,Vendor-Issue,SD,APPROVED,2025-01-31T02:44:56Z,WH-FACT,Vendor C - 1,LDPE,B1087:Dispatch
TXN-B1088-1,B1088,Vendor-Issue,PR,APPROVED,2025-01-09T23:07:04Z,WH-COLLECT,Vendor C - 1,PET,B1088:Collection
TXN-B1088-2,B1088,Vendor-Issue,SEG,APPROVED,2025-01-10T14:46:56Z,WH-COLLECT,Vendor C - 1,PET,B1088:Sorting
TXN-B1088-3,B1088,Vendor-Issue,MB,APPROVED,2025-01-12T09:12:19Z,WH-WASH,Vendor C - 1,PET,B1088:Processing
TXN-B1088-4,B1088,Vendor-Issue,MB,APPROVED,2025-01-12T18:18:14Z,WH-RECY,Vendor C - 1,PET,B1088:Recycling
TXN-B1088-5,B1088,Vendor-Issue,SD,APPROVED,2025-01-13T08:08:14Z,WH-FACT,Vendor C - 1,PET,B1088:Dispatch
TXN-B1089-1,B1089,Vendor-Issue,PR,APPROVED,2025-01-24T05:31:10Z,WH-COLLECT,Vendor C - 5,PP,B1089:Collection
TXN-B1089-2,B1089,Vendor-Issue,SEG,APPROVED,2025-01-26T09:07:42Z,WH-COLLECT,Vendor C - 5,PP,B1089:Sorting
TXN-B1089-3,B1089,Vendor-Issue,MB,APPROVED,2025-01-27T06:44:38Z,WH-WASH,Vendor C - 5,PP,B1089:Processing
TXN-B1089-4,B1089,Vendor-Issue,MB,APPROVED,2025-01-27T23:35:20Z,WH-RECY,Vendor C - 5,PP,B1089:Recycling
TXN-B1089-5,B1089,Vendor-Issue,SD,APPROVED,2025-01-29T19:06:38Z,WH-FACT,Vendor C - 5,PP,B1089:Dispatch
TXN-B1090-1,B1090,Vendor-Issue,PR,APPROVED,2025-02-25T16:14:11Z,WH-COLLECT,Vendor C - 3,HDPE,B1090:Collection
TXN-B1090-2,B1090,Vendor-Issue,SEG,APPROVED,2025-02-27T00:02:21Z,WH-COLLECT,Vendor C - 3,HDPE,B1090:Sorting
TXN-B1090-3,B1090,Vendor-Issue,MB,APPROVED,2025-02-27T08:16:30Z,WH-WASH,Vendor C - 3,HDPE,B1090:Processing
TXN-B1090-4,B1090,Vendor-Issue,MB,APPROVED,2025-03-01T10:09:44Z,WH-RECY,Vendor C - 3,HDPE,B1090:Recycling
TXN-B1091-1,B1091,Vendor-Issue,PR,APPROVED,2025-01-29T22:09:47Z,WH-COLLECT,Vendor C - 3,LDPE,B1091:Collection
TXN-B1091-2,B1091,Vendor-Issue,SEG,APPROVED,2025-02-01T03:19:42Z,WH-COLLECT,Vendor C - 3,LDPE,B1091:Sorting
TXN-B1091-3,B1091,Vendor-Issue,MB,APPROVED,2025-02-02T10:52:49Z,WH-WASH,Vendor C - 3,LDPE,B1091:Processing
TXN-B1091-4,B1091,Vendor-Issue,MB,APPROVED,2025-02-02T21:59:18Z,WH-RECY,Vendor C - 3,LDPE,B1091:Recycling
TXN-B1091-5,B1091,Vendor-Issue,SD,APPROVED,2025-02-04T18:55:20Z,WH-FACT,Vendor C - 3,LDPE,B1091:Dispatch
TXN-B1092-1,B1092,Vendor-Issue,PR,APPROVED,2025-02-16T09:37:03Z,WH-COLLECT,Vendor C - 5,LDPE,B1092:Collection
TXN-B1092-2,B1092,Vendor-Issue,SEG,APPROVED,2025-02-18T05:51:39Z,WH-COLLECT,Vendor C - 5,LDPE,B1092:Sorting
TXN-B1092-3,B1092,Vendor-Issue,MB,APPROVED,2025-02-20T05:12:29Z,WH-WASH,Vendor C - 5,LDPE,B1092:Processing
TXN-B1092-4,B1092,Vendor-Issue,MB,APPROVED,2025-02-21T16:37:48Z,WH-RECY,Vendor C - 5,LDPE,B1092:Recycling
TXN-B1093-1,B1093,Vendor-Issue,PR,APPROVED,2025-02-10T00:46:32Z,WH-COLLECT,Vendor C - 2,PS,B1093:Collection
TXN-B1093-2,B1093,Vendor-Issue,SEG,APPROVED,2025-02-12T06:58:13Z,WH-COLLECT,Vendor C - 2,PS,B1093:Sorting
TXN-B1093-3,B1093,Vendor-Issue,MB,APPROVED,2025-02-13T12:49:33Z,WH-WASH,Vendor C - 2,PS,B1093:Processing
TXN-B1093-4,B1093,Vendor-Issue,MB,APPROVED,2025-02-15T02:04:42Z,WH-RECY,Vendor C - 2,PS,B1093:Recycling
TXN-B1093-5,B1093,Vendor-Issue,SD,APPROVED,2025-02-17T12:49:04Z,WH-FACT,Vendor C - 2,PS,B1093:Dispatch
TXN-B1094-1,B1094,Vendor-Issue,PR,APPROVED,2025-01-12T18:26:48Z,WH-COLLECT,Vendor C - 3,LDPE,B1094:Collection
TXN-B1094-2,B1094,Vendor-Issue,SEG,APPROVED,2025-01-15T07:20:26Z,WH-COLLECT,Vendor C - 3,LDPE,B1094:Sorting
TXN-B1094-3,B1094,Vendor-Issue,MB,APPROVED,2025-01-15T19:49:45Z,WH-WASH,Vendor C - 3,LDPE,B1094:Processing
TXN-B1094-4,B1094,Vendor-Issue,MB,APPROVED,2025-01-17T23:30:46Z,WH-RECY,Vendor C - 3,LDPE,B1094:Recycling
TXN-B1094-5,B1094,Vendor-Issue,SD,APPROVED,2025-01-19T08:12:50Z,WH-FACT,Vendor C - 3,LDPE,B1094:Dispatch
TXN-B1095-1,B1095,Vendor-Issue,PR,APPROVED,2025-02-05T02:25:10Z,WH-COLLECT,Vendor C - 4,PVC,B1095:Collection
TXN-B1095-2,B1095,Vendor-Issue,SEG,APPROVED,2025-02-07T01:01:20Z,WH-COLLECT,Vendor C - 4,PVC,B1095:Sorting
TXN-B1095-3,B1095,Vendor-Issue,MB,APPROVED,2025-02-07T19:40:38Z,WH-WASH,Vendor C - 4,PVC,B1095:Processing
TXN-B1095-4,B1095,Vendor-Issue,MB,APPROVED,2025-02-10T11:03:33Z,WH-RECY,Vendor C - 4,PVC,B1095:Recycling
TXN-B1095-5,B1095,Vendor-Issue,SD,APPROVED,2025-02-11T02:15:26Z,WH-FACT,Vendor C - 4,PVC,B1095:Dispatch
TXN-B1096-1,B1096,Vendor-Issue,PR,APPROVED,2025-01-05T19:04:21Z,WH-COLLECT,Vendor C - 5,LDPE,B1096:Collection
TXN-B1096-2,B1096,Vendor-Issue,SEG,APPROVED,2025-01-08T04:09:42Z,WH-COLLECT,Vendor C - 5,LDPE,B1096:Sorting
TXN-B1096-3,B1096,Vendor-Issue,MB,APPROVED,2025-01-09T02:54:03Z,WH-WASH,Vendor C - 5,LDPE,B1096:Processing
TXN-B1096-4,B1096,Vendor-Issue,MB,APPROVED,2025-01-09T17:04:58Z,WH-RECY,Vendor C - 5,LDPE,B1096:Recycling
TXN-B1096-5,B1096,Vendor-Issue,SD,APPROVED,2025-01-11T21:48:14Z,WH-FACT,Vendor C - 5,LDPE,B1096:Dispatch
TXN-B1097-1,B1097,Vendor-Issue,PR,APPROVED,2025-01-09T16:51:12Z,WH-COLLECT,Vendor C - 4,LDPE,B1097:Collection
TXN-B1097-2,B1097,Vendor-Issue,SEG,APPROVED,2025-01-11T01:11:36Z,WH-COLLECT,Vendor C - 4,LDPE,B1097:Sorting
TXN-B1097-3,B1097,Vendor-Issue,MB,APPROVED,2025-01-11T22:56:43Z,WH-WASH,Vendor C - 4,LDPE,B1097:Processing
TXN-B1097-4,B1097,Vendor-Issue,MB,APPROVED,2025-01-14T07:43:35Z,WH-RECY,Vendor C - 4,LDPE,B1097:Recycling
TXN-B1097-5,B1097,Vendor-Issue,SD,APPROVED,2025-01-16T04:57:04Z,WH-FACT,Vendor C - 4,LDPE,B1097:Dispatch
TXN-B1098-1,B1098,Vendor-Issue,PR,APPROVED,2025-01-18T17:00:25Z,WH-COLLECT,Vendor C - 4,LDPE,B1098:Collection
TXN-B1098-2,B1098,Vendor-Issue,SEG,APPROVED,2025-01-20T08:40:06Z,WH-COLLECT,Vendor C - 4,LDPE,B1098:Sorting
TXN-B1098-3,B1098,Vendor-Issue,MB,APPROVED,2025-01-20T20:49:03Z,WH-WASH,Vendor C - 4,LDPE,B1098:Processing
TXN-B1099-1,B1099,Vendor-Issue,PR,APPROVED,2025-02-13T22:59:54Z,WH-COLLECT,Vendor C - 1,HDPE,B1099:Collection
TXN-B1099-2,B1099,Vendor-Issue,SEG,APPROVED,2025-02-15T13:27:27Z,WH-COLLECT,Vendor C - 1,HDPE,B1099:Sorting
TXN-B1099-3,B1099,Vendor-Issue,MB,APPROVED,2025-02-16T10:07:06Z,WH-WASH,Vendor C - 1,HDPE,B1099:Processing
TXN-B1099-4,B1099,Vendor-Issue,MB,APPROVED,2025-02-18T09:18:34Z,WH-RECY,Vendor C - 1,HDPE,B1099:Recycling
TXN-B1099-5,B1099,Vendor-Issue,SD,APPROVED,2025-02-18T22:30:48Z,WH-FACT,Vendor C - 1,HDPE,B1099:Dispatch
TXN-B1100-1,B1100,Vendor-Issue,PR,APPROVED,2025-01-18T02:54:42Z,WH-COLLECT,Vendor C - 2,LDPE,B1100:Collection
TXN-B1100-2,B1100,Vendor-Issue,SEG,APPROVED,2025-01-18T19:28:22Z,WH-COLLECT,Vendor C - 2,LDPE,B1100:Sorting
TXN-B1100-3,B1100,Vendor-Issue,MB,APPROVED,2025-01-19T15:34:21Z,WH-WASH,Vendor C - 2,LDPE,B1100:Processing
TXN-B1100-4,B1100,Vendor-Issue,MB,APPROVED,2025-01-20T15:41:16Z,WH-RECY,Vendor C - 2,LDPE,B1100:Recycling
TXN-B1100-5,B1100,Vendor-Issue,SD,APPROVED,2025-01-21T00:23:25Z,WH-FACT,Vendor C - 2,LDPE,B1100:Dispatch
TXN-B1101-1,B1101,Anomalous,PR,APPROVED,2025-03-01T20:09:59Z,WH-COLLECT,Vendor C - 4,PET,B1101:Collection
TXN-B1101-2,B1101,Anomalous,SEG,APPROVED,2025-03-06T14:57:20Z,WH-COLLECT,Vendor C - 4,PET,B1101:Sorting
TXN-B1101-3,B1101,Anomalous,MB,APPROVED,2025-03-12T15:27:22Z,WH-WASH,Vendor C - 4,PET,B1101:Processing
TXN-B1101-4,B1101,Anomalous,MB,ANOMALY,2025-03-15T20:21:02Z,WH-RECY,Vendor C - 4,PET,B1101:Recycling
TXN-B1101-5,B1101,Anomalous,SD,APPROVED,2025-03-18T07:38:19Z,WH-FACT,Vendor C - 4,PET,B1101:Dispatch
TXN-B1102-1,B1102,Anomalous,PR,ANOMALY,2025-01-11T23:40:43Z,WH-COLLECT,Vendor C - 2,PET,B1102:Collection
TXN-B1102-2,B1102,Anomalous,SEG,ANOMALY,2025-01-14T20:26:12Z,WH-COLLECT,Vendor C - 2,PET,B1102:Sorting
TXN-B1102-3,B1102,Anomalous,MB,APPROVED,2025-01-20T20:13:40Z,WH-WASH,Vendor C - 2,PET,B1102:Processing
TXN-B1102-4,B1102,Anomalous,MB,APPROVED,2025-01-23T21:10:23Z,WH-RECY,Vendor C - 2,PET,B1102:Recycling
TXN-B1102-5,B1102,Anomalous,SD,ANOMALY,2025-01-27T13:03:14Z,WH-FACT,Vendor C - 2,PET,B1102:Dispatch
TXN-B1103-1,B1103,Anomalous,PR,APPROVED,2025-01-12T00:56:54Z,WH-COLLECT,Vendor C - 5,PS,B1103:Collection
TXN-B1103-2,B1103,Anomalous,SEG,APPROVED,2025-01-13T16:23:24Z,WH-COLLECT,Vendor C - 5,PS,B1103:Sorting
TXN-B1103-3,B1103,Anomalous,MB,APPROVED,2025-01-17T06:47:21Z,WH-WASH,Vendor C - 5,PS,B1103:Processing
TXN-B1103-4,B1103,Anomalous,MB,APPROVED,2025-01-21T21:40:06Z,WH-RECY,Vendor C - 5,PS,B1103:Recycling
TXN-B1103-5,B1103,Anomalous,SD,APPROVED,2025-01-24T17:16:47Z,WH-FACT,Vendor C - 5,PS,B1103:Dispatch
TXN-B1104-1,B1104,Anomalous,PR,ANOMALY,2025-02-10T15:21:41Z,WH-COLLECT,Vendor C - 1,PVC,B1104:Collection
TXN-B1104-2,B1104,Anomalous,SEG,APPROVED,2025-02-14T10:24:01Z,WH-COLLECT,Vendor C - 1,PVC,B1104:Sorting
TXN-B1104-3,B1104,Anomalous,MB,APPROVED,2025-02-19T06:10:39Z,WH-WASH,Vendor C - 1,PVC,B1104:Processing
TXN-B1105-1,B1105,Anomalous,PR,APPROVED,2025-02-05T04:52:32Z,WH-COLLECT,Vendor C - 1,PP,B1105:Collection
TXN-B1105-2,B1105,Anomalous,SEG,APPROVED,2025-02-06T09:35:03Z,WH-COLLECT,Vendor C - 1,PP,B1105:Sorting
TXN-B1105-3,B1105,Anomalous,MB,APPROVED,2025-02-12T10:18:43Z,WH-WASH,Vendor C - 1,PP,B1105:Processing
TXN-B1105-4,B1105,Anomalous,MB,APPROVED,2025-02-12T19:25:43Z,WH-RECY,Vendor C - 1,PP,B1105:Recycling
TXN-B1105-5,B1105,Anomalous,SD,APPROVED,2025-02-18T01:19:04Z,WH-FACT,Vendor C - 1,PP,B1105:Dispatch
TXN-B1106-1,B1106,Anomalous,PR,APPROVED,2025-02-13T00:58:50Z,WH-COLLECT,Vendor C - 4,PET,B1106:Collection
TXN-B1106-2,B1106,Anomalous,SEG,APPROVED,2025-02-15T13:19:21Z,WH-COLLECT,Vendor C - 4,PET,B1106:Sorting
TXN-B1106-3,B1106,Anomalous,MB,APPROVED,2025-02-18T12:48:19Z,WH-WASH,Vendor C - 4,PET,B1106:Processing
TXN-B1106-4,B1106,Anomalous,MB,APPROVED,2025-02-21T03:59:25Z,WH-RECY,Vendor C - 4,PET,B1106:Recycling
TXN-B1106-5,B1106,Anomalous,SD,ANOMALY,2025-02-25T08:32:01Z,WH-FACT,Vendor C - 4,PET,B1106:Dispatch
TXN-B1107-1,B1107,Anomalous,PR,APPROVED,2025-03-02T07:58:33Z,WH-COLLECT,Vendor C - 5,LDPE,B1107:Collection
TXN-B1107-2,B1107,Anomalous,SEG,APPROVED,2025-03-06T21:50:09Z,WH-COLLECT,Vendor C - 5,LDPE,B1107:Sorting
TXN-B1107-3,B1107,Anomalous,MB,APPROVED,2025-03-10T16:50:45Z,WH-WASH,Vendor C - 5,LDPE,B1107:Processing
TXN-B1107-4,B1107,Anomalous,MB,APPROVED,2025-03-14T02:02:11Z,WH-RECY,Vendor C - 5,LDPE,B1107:Recycling
TXN-B1107-5,B1107,Anomalous,SD,APPROVED,2025-03-16T19:50:57Z,WH-FACT,Vendor C - 5,LDPE,B1107:Dispatch
TXN-B1108-1,B1108,Anomalous,PR,APPROVED,2025-02-28T12:59:52Z,WH-COLLECT,Vendor C - 1,HDPE,B1108:Collection
TXN-B1108-2,B1108,Anomalous,SEG,APPROVED,2025-03-02T15:22:04Z,WH-COLLECT,Vendor C - 1,HDPE,B1108:Sorting
TXN-B1108-3,B1108,Anomalous,MB,APPROVED,2025-03-07T07:51:20Z,WH-WASH,Vendor C - 1,HDPE,B1108:Processing
TXN-B1108-4,B1108,Anomalous,MB,APPROVED,2025-03-07T16:09:30Z,WH-RECY,Vendor C - 1,HDPE,B1108:Recycling
TXN-B1108-5,B1108,Anomalous,SD,APPROVED,2025-03-11T20:14:20Z,WH-FACT,Vendor C - 1,HDPE,B1108:Dispatch
TXN-B1109-1,B1109,Anomalous,PR,APPROVED,2025-02-19T05:46:29Z,WH-COLLECT,Vendor C - 3,PS,B1109:Collection
TXN-B1109-2,B1109,Anomalous,SEG,APPROVED,2025-02-21T20:07:50Z,WH-COLLECT,Vendor C - 3,PS,B1109:Sorting
TXN-B1109-3,B1109,Anomalous,MB,APPROVED,2025-02-22T20:00:02Z,WH-WASH,Vendor C - 3,PS,B1109:Processing
TXN-B1109-4,B1109,Anomalous,MB,APPROVED,2025-02-26T21:52:32Z,WH-RECY,Vendor C - 3,PS,B1109:Recycling
TXN-B1109-5,B1109,Anomalous,SD,APPROVED,2025-03-01T15:01:34Z,WH-FACT,Vendor C - 3,PS,B1109:Dispatch
TXN-B1110-1,B1110,Anomalous,PR,APPROVED,2025-01-04T11:51:11Z,WH-COLLECT,Vendor C - 3,LDPE,B1110:Collection
TXN-B1110-2,B1110,Anomalous,SEG,APPROVED,2025-01-04T14:25:40Z,WH-COLLECT,Vendor C - 3,LDPE,B1110:Sorting
TXN-B1110-3,B1110,Anomalous,MB,APPROVED,2025-01-08T05:50:05Z,WH-WASH,Vendor C - 3,LDPE,B1110:Processing
TXN-B1110-4,B1110,Anomalous,MB,APPROVED,2025-01-13T02:24:09Z,WH-RECY,Vendor C - 3,LDPE,B1110:Recycling
TXN-B1110-5,B1110,Anomalous,SD,APPROVED,2025-01-18T05:28:14Z,WH-FACT,Vendor C - 3,LDPE,B1110:Dispatch
TXN-B1111-1,B1111,Anomalous,PR,APPROVED,2025-02-19T12:37:14Z,WH-COLLECT,Vendor C - 2,PVC,B1111:Collection
TXN-B1111-2,B1111,Anomalous,SEG,APPROVED,2025-02-21T09:38:06Z,WH-COLLECT,Vendor C - 2,PVC,B1111:Sorting
TXN-B1111-3,B1111,Anomalous,MB,APPROVED,2025-02-21T22:00:36Z,WH-WASH,Vendor C - 2,PVC,B1111:Processing
TXN-B1111-4,B1111,Anomalous,MB,ANOMALY,2025-02-26T02:41:39Z,WH-RECY,Vendor C - 2,PVC,B1111:Recycling
TXN-B1111-5,B1111,Anomalous,SD,ANOMALY,2025-03-01T03:43:28Z,WH-FACT,Vendor C - 2,PVC,B1111:Dispatch
TXN-B1112-1,B1112,Anomalous,PR,APPROVED,2025-02-08T20:47:21Z,WH-COLLECT,Vendor C - 3,PS,B1112:Collection
TXN-B1112-2,B1112,Anomalous,SEG,APPROVED,2025-02-08T23:50:56Z,WH-COLLECT,Vendor C - 3,PS,B1112:Sorting
TXN-B1112-3,B1112,Anomalous,MB,APPROVED,2025-02-09T10:24:12Z,WH-WASH,Vendor C - 3,PS,B1112:Processing
TXN-B1112-4,B1112,Anomalous,MB,APPROVED,2025-02-10T17:43:15Z,WH-RECY,Vendor C - 3,PS,B1112:Recycling
TXN-B1112-5,B1112,Anomalous,SD,APPROVED,2025-02-15T00:39:41Z,WH-FACT,Vendor C - 3,PS,B1112:Dispatch
TXN-B1113-1,B1113,Anomalous,PR,APPROVED,2025-02-28T18:50:56Z,WH-COLLECT,Vendor C - 4,PP,B1113:Collection
TXN-B1113-2,B1113,Anomalous,SEG,APPROVED,2025-03-05T20:49:04Z,WH-COLLECT,Vendor C - 4,PP,B1113:Sorting
TXN-B1113-3,B1113,Anomalous,MB,APPROVED,2025-03-09T22:24:18Z,WH-WASH,Vendor C - 4,PP,B1113:Processing
TXN-B1113-4,B1113,Anomalous,MB,APPROVED,2025-03-14T11:39:00Z,WH-RECY,Vendor C - 4,PP,B1113:Recycling
TXN-B1113-5,B1113,Anomalous,SD,APPROVED,2025-03-17T02:51:20Z,WH-FACT,Vendor C - 4,PP,B1113:Dispatch
TXN-B1114-1,B1114,Anomalous,PR,APPROVED,2025-01-30T15:50:40Z,WH-COLLECT,Vendor C - 1,PS,B1114:Collection
TXN-B1114-2,B1114,Anomalous,SEG,APPROVED,2025-02-01T23:24:03Z,WH-COLLECT,Vendor C - 1,PS,B1114:Sorting
TXN-B1114-3,B1114,Anomalous,MB,APPROVED,2025-02-03T07:53:03Z,WH-WASH,Vendor C - 1,PS,B1114:Processing
TXN-B1114-4,B1114,Anomalous,MB,APPROVED,2025-02-08T03:03:34Z,WH-RECY,Vendor C - 1,PS,B1114:Recycling
TXN-B1114-5,B1114,Anomalous,SD,APPROVED,2025-02-12T05:51:38Z,WH-FACT,Vendor C - 1,PS,B1114:Dispatch
TXN-B1115-1,B1115,Anomalous,PR,APPROVED,2025-01-24T10:55:12Z,WH-COLLECT,Vendor C - 1,PS,B1115:Collection
TXN-B1115-2,B1115,Anomalous,SEG,APPROVED,2025-01-28T11:49:59Z,WH-COLLECT,Vendor C - 1,PS,B1115:Sorting
TXN-B1115-3,B1115,Anomalous,MB,APPROVED,2025-01-28T16:05:41Z,WH-WASH,Vendor C - 1,PS,B1115:Processing
TXN-B1115-4,B1115,Anomalous,MB,APPROVED,2025-02-02T18:49:54Z,WH-RECY,Vendor C - 1,PS,B1115:Recycling
TXN-B1115-5,B1115,Anomalous,SD,APPROVED,2025-02-02T23:46:18Z,WH-FACT,Vendor C - 1,PS,B1115:Dispatch
TXN-B1116-1,B1116,Anomalous,PR,APPROVED,2025-02-10T18:51:12Z,WH-COLLECT,Vendor C - 2,HDPE,B1116:Collection
TXN-B1116-2,B1116,Anomalous,SEG,APPROVED,2025-02-12T02:14:25Z,WH-COLLECT,Vendor C - 2,HDPE,B1116:Sorting
TXN-B1116-3,B1116,Anomalous,MB,APPROVED,2025-02-12T03:16:07Z,WH-WASH,Vendor C - 2,HDPE,B1116:Processing
TXN-B1116-4,B1116,Anomalous,MB,APPROVED,2025-02-17T02:28:37Z,WH-RECY,Vendor C - 2,HDPE,B1116:Recycling
TXN-B1116-5,B1116,Anomalous,SD,APPROVED,2025-02-18T16:32:51Z,WH-FACT,Vendor C - 2,HDPE,B1116:Dispatch
TXN-B1117-1,B1117,Anomalous,PR,APPROVED,2025-01-11T10:47:11Z,WH-COLLECT,Vendor C - 3,PET,B1117:Collection
TXN-B1117-2,B1117,Anomalous,SEG,APPROVED,2025-01-16T09:39:52Z,WH-COLLECT,Vendor C - 3,PET,B1117:Sorting
TXN-B1117-3,B1117,Anomalous,MB,APPROVED,2025-01-19T03:41:17Z,WH-WASH,Vendor C - 3,PET,B1117:Processing
TXN-B1117-4,B1117,Anomalous,MB,APPROVED,2025-01-25T09:37:51Z,WH-RECY,Vendor C - 3,PET,B1117:Recycling
TXN-B1117-5,B1117,Anomalous,SD,APPROVED,2025-01-26T02:38:59Z,WH-FACT,Vendor C - 3,PET,B1117:Dispatch
TXN-B1118-1,B1118,Anomalous,PR,APPROVED,2025-01-21T00:24:55Z,WH-COLLECT,Vendor C - 1,PP,B1118:Collection
TXN-B1118-2,B1118,Anomalous,SEG,APPROVED,2025-01-24T04:22:09Z,WH-COLLECT,Vendor C - 1,PP,B1118:Sorting
TXN-B1118-3,B1118,Anomalous,MB,APPROVED,2025-01-25T03:41:56Z,WH-WASH,Vendor C - 1,PP,B1118:Processing
TXN-B1118-4,B1118,Anomalous,MB,APPROVED,2025-01-26T21:21:54Z,WH-RECY,Vendor C - 1,PP,B1118:Recycling
TXN-B1118-5,B1118,Anomalous,SD,APPROVED,2025-01-28T23:29:20Z,WH-FACT,Vendor C - 1,PP,B1118:Dispatch
TXN-B1119-1,B1119,Anomalous,PR,APPROVED,2025-02-07T07:25:00Z,WH-COLLECT,Vendor C - 2,PVC,B1119:Collection
TXN-B1119-2,B1119,Anomalous,SEG,ANOMALY,2025-02-10T18:47:40Z,WH-COLLECT,Vendor C - 2,PVC,B1119:Sorting
TXN-B1120-1,B1120,Anomalous,PR,APPROVED,2025-02-16T20:15:44Z,WH-COLLECT,Vendor C - 5,HDPE,B1120:Collection
TXN-B1120-2,B1120,Anomalous,SEG,APPROVED,2025-02-17T16:36:35Z,WH-COLLECT,Vendor C - 5,HDPE,B1120:Sorting
TXN-B1120-3,B1120,Anomalous,MB,ANOMALY,2025-02-18T06:32:37Z,WH-WASH,Vendor C - 5,HDPE,B1120:Processing
TXN-B1120-4,B1120,Anomalous,MB,APPROVED,2025-02-21T06:02:32Z,WH-RECY,Vendor C - 5,HDPE,B1120:Recycling
TXN-B1120-5,B1120,Anomalous,SD,APPROVED,2025-02-26T13:34:46Z,WH-FACT,Vendor C - 5,HDPE,B1120:Dispatch
